0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	1
13	3.4238
14	4.4238
15	3.4238
16	1.4238
17	0
18	0
19	0.5762
20	1
21	1
22	0.5762
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0.8476
156	2.119
157	2.9666
158	2.119
159	0.4238
160	0
161	0
162	0
163	1.2714
164	1.6952
165	1.2714
166	0.4238
167	0
168	0
169	0
170	0
171	0
172	0
173	1.1524
174	2.3048
175	0.5762
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0.5762
185	6.6096
186	17.5762
187	29.524
188	87.4864
189	240.144
190	466.1774
191	674.8246
192	780.3716
193	749.6806
194	604.3612
195	412.6514
196	266.2464
197	219.094
198	251.5324
199	299.3424
200	307.9666
201	262.762
202	200.3048
203	172.476
204	192.4614
205	230.5992
206	262.8038
207	286.38
208	293.142
209	271.142
210	246.0752
211	246.3132
212	255.9562
213	232.547
214	172.2568
215	114.0522
216	82.3904
217	74.5428
218	72.8664
219	72.8184
220	88.4134
221	132.904
222	190.1044
223	221.3904
224	215.2046
225	195.4614
226	184.2422
227	175.071
228	157.6618
229	136.4238
230	114.0856
231	93.3236
232	91.3236
233	127.0522
234	192.8142
235	250.2192
236	261.5052
237	216.9624
238	138.2526
239	60.2046
240	16.5282
241	28.071
242	93.6138
243	171.3946
244	213.142
245	202.9562
246	176.5992
247	179.9186
248	216.4238
249	245.5908
250	245.3528
251	245.1336
252	279.4238
253	332.8998
254	358.476
255	337.0522
256	288.5282
257	247.2088
258	239.2276
259	270.2944
260	317.2234
261	348.4238
262	346.9666
263	324.3946
264	302.1796
265	286.403
266	251.3174
267	178.1608
268	89.9186
269	27
270	5.1858
271	15.5762
272	48.3904
273	85.5428
274	103.762
275	101.7432
276	100.9958
277	115.7244
278	136.167
279	150.0856
280	155.4614
281	157.2422
282	166.5804
283	185.952
284	197.9854
285	177.9186
286	137.9374
287	126.5658
288	162.8706
289	209.1232
290	223.8664
291	213.0668
292	209.1148
293	226.6054
294	254.5908
295	272.833
296	264.261
297	218.4656
298	150.142
299	96.5804
300	80.071
301	90.4614
302	105.8184
303	119.6326
304	133.0564
305	145.3278
306	177.2276
307	283.0606
308	483.5032
309	702.0272
310	803.2088
311	710.3048
312	468.3528
313	206.167
314	42.3048
315	8.8998
316	39.9854
317	54.833
318	27.8664
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	8.476
327	12.4426
328	9.6284
329	2.119
330	0
331	0
332	0
333	1.5762
334	4.1524
335	7.3048
336	8.3048
337	6.1524
338	1.5762
339	0
340	0
341	0
342	0
343	0.5762
344	1
345	0.4238
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0.5762
356	0.5762
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0.5762
396	0
397	0
398	0
399	0
400	0
401	0.5762
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	3.1524
472	10.3048
473	13.4572
474	10.3048
475	3.1524
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
