0	1
1	1
2	1
3	0
4	1
5	3
6	6
7	10
8	14
9	14
10	9
11	3
12	1
13	3
14	4
15	1
16	0
17	0
18	1
19	1
20	1
21	0
22	0
23	0
24	6
25	16
26	22
27	19
28	11
29	7
30	11
31	15
32	15
33	9
34	2
35	0
36	2
37	7
38	8
39	5
40	2
41	2
42	4
43	5
44	5
45	5
46	5
47	6
48	5
49	2
50	3
51	8
52	14
53	18
54	16
55	10
56	6
57	6
58	9
59	10
60	6
61	3
62	4
63	9
64	12
65	10
66	8
67	9
68	10
69	8
70	5
71	3
72	6
73	9
74	7
75	2
76	0
77	0
78	2
79	6
80	8
81	8
82	7
83	8
84	8
85	9
86	10
87	7
88	2
89	0
90	0
91	0
92	1
93	4
94	10
95	17
96	19
97	18
98	14
99	9
100	5
101	2
102	1
103	0
104	0
105	5
106	12
107	15
108	7
109	1
110	0
111	12
112	29
113	39
114	38
115	30
116	17
117	5
118	1
119	1
120	7
121	11
122	11
123	6
124	2
125	3
126	10
127	19
128	25
129	26
130	21
131	13
132	7
133	4
134	4
135	7
136	10
137	10
138	9
139	10
140	12
141	12
142	7
143	1
144	0
145	3
146	7
147	7
148	4
149	4
150	12
151	23
152	36
153	51
154	63
155	63
156	43
157	14
158	2
159	0
160	14
161	36
162	54
163	63
164	60
165	50
166	39
167	37
168	49
169	69
170	79
171	73
172	60
173	55
174	64
175	82
176	100
177	109
178	105
179	94
180	86
181	88
182	103
183	126
184	145
185	157
186	163
187	169
188	170
189	171
190	175
191	183
192	185
193	177
194	168
195	169
196	179
197	193
198	212
199	229
200	238
201	236
202	235
203	241
204	250
205	255
206	263
207	288
208	338
209	393
210	416
211	388
212	336
213	311
214	342
215	410
216	474
217	516
218	545
219	572
220	592
221	597
222	592
223	586
224	585
225	584
226	579
227	570
228	563
229	560
230	558
231	551
232	541
233	540
234	550
235	564
236	579
237	604
238	648
239	700
240	744
241	774
242	791
243	778
244	719
245	623
246	527
247	460
248	430
249	430
250	451
251	481
252	507
253	521
254	515
255	492
256	465
257	455
258	469
259	495
260	521
261	538
262	536
263	501
264	440
265	387
266	361
267	354
268	354
269	360
270	369
271	365
272	338
273	297
274	267
275	263
276	278
277	287
278	276
279	262
280	268
281	293
282	312
283	307
284	284
285	260
286	240
287	222
288	201
289	181
290	174
291	182
292	197
293	200
294	181
295	156
296	146
297	154
298	164
299	163
300	153
301	143
302	136
303	128
304	122
305	122
306	128
307	137
308	142
309	136
310	122
311	109
312	104
313	104
314	100
315	85
316	66
317	54
318	56
319	66
320	76
321	83
322	82
323	76
324	67
325	57
326	54
327	52
328	41
329	19
330	4
331	2
332	19
333	40
334	43
335	28
336	9
337	0
338	4
339	13
340	16
341	9
342	2
343	0
344	10
345	26
346	35
347	31
348	20
349	13
350	11
351	12
