frame_pos	peakXm1	peakX	peakXp1	peak.amp.m1	peak.amp	peak.amp.p1
0.0	-0.009418111753371858	-0.009017341040462423	-0.008616570327552975	218.0	276.0	273.0
0.0	0.008616570327552989	0.009017341040462437	0.009418111753371872	255.0	265.0	265.0
1.0	-0.024046242774566462	-0.023645472061657027	-0.023244701348747593	674.8246	780.3716	749.6806
1.0	0.023244701348747607	0.02364547206165704	0.02404624277456649	702.0272	803.2088	710.3048
2.0	-0.025649325626204228	-0.025248554913294793	-0.024847784200385345	809.618	832.8164	793.6536
2.0	0.02484778420038536	0.025248554913294807	0.025649325626204256	955.3404	1018.2444	881.3968
3.0	-0.028855491329479774	-0.028454720616570325	-0.02805394990366089	1122.939	1308.1666	1221.7492
3.0	0.02805394990366089	0.02845472061657034	0.028855491329479788	871.8142	957.9708	818.8268
4.0	-0.03386512524084778	-0.03346435452793834	-0.0330635838150289	1702.4088	1718.24	1425.948
4.0	0.03306358381502893	0.03346435452793835	0.033865125240847796	1179.0416	1457.6784	1438.7704
5.0	-0.03647013487475916	-0.03606936416184972	-0.03566859344894028	1653.572	2008.495	1947.679
5.0	0.03566859344894027	0.03606936416184972	0.03647013487475914	1597.812	1757.234	1566.326
6.0	-0.034065510597302506	-0.033664739884393065	-0.03326396917148362	2043.3172	2225.5992	1963.2548
6.0	0.03326396917148362	0.03366473988439307	0.034065510597302506	1849.86	1944.3092	1634.3888
7.0	-0.02845472061657034	-0.028053949903660898	-0.027653179190751456	2643.487	2936.1884	2521.1924
7.0	0.027653179190751442	0.02805394990366089	0.028454720616570325	2804.161	2824.7836	2218.8778
8.0	-0.02665125240847785	-0.026250481695568408	-0.025849710982658966	2317.9024	2919.176	2853.9776
8.0	0.025849710982658966	0.0262504816955684	0.02665125240847785	3075.4096	3114.032	2384.2448
9.0	-0.027052023121387284	-0.02665125240847785	-0.026250481695568408	2699.1042	3127.3172	2914.3172
9.0	0.0262504816955684	0.02665125240847785	0.027052023121387284	3143.6768	3285.509	2676.237
10.0	-0.028053949903660898	-0.027653179190751456	-0.027252408477842015	2822.704	2917.67	2364.202
10.0	0.027252408477842008	0.027653179190751442	0.02805394990366089	3099.278	3147.098	2528.966
11.0	-0.029657032755298657	-0.029256262042389215	-0.028855491329479774	2866.3504	3340.4258	3156.6642
11.0	0.028855491329479774	0.02925626204238921	0.029657032755298643	2623.8394	2998.0146	2773.9562
12.0	-0.029256262042389215	-0.028855491329479774	-0.028454720616570332	2785.9544	3089.2768	2703.996
12.0	0.028454720616570325	0.028855491329479774	0.02925626204238921	2480.868	2806.8992	2550.4944
13.0	-0.030658959537572257	-0.030258188824662816	-0.029857418111753374	2658.624	2910.9418	2655.9212
13.0	0.02985741811175338	0.030258188824662816	0.030658959537572264	2972.752	3195.5282	2650.8514
14.0	-0.03146050096339114	-0.0310597302504817	-0.030658959537572257	2312.8544	2918.668	2899.7468
14.0	0.030658959537572264	0.0310597302504817	0.03146050096339113	2787.6012	3182.012	2811.7708
15.0	-0.03065895953757225	-0.03025818882466281	-0.029857418111753367	2385.785	2853.623	2828.826
15.0	0.02985741811175338	0.030258188824662816	0.030658959537572264	2916.142	3173.162	2791.172
16.0	-0.031059730250481685	-0.03065895953757225	-0.03025818882466281	2300.0176	2343.6336	1965.44
16.0	0.03025818882466283	0.030658959537572264	0.031059730250481712	2423.0224	2711.8608	2456.5344
17.0	-0.031660886319845864	-0.03126011560693642	-0.03085934489402698	2233.092	2249.7882	1963.1006
17.0	0.030859344894026974	0.03126011560693642	0.03166088631984586	1709.483	1923.1562	1830.3536
18.0	-0.031660886319845864	-0.03126011560693642	-0.03085934489402698	1905.4324	1975.5108	1729.8308
18.0	0.030859344894026974	0.03126011560693642	0.03166088631984586	1949.9608	2118.8248	1938.9456
19.0	-0.0310597302504817	-0.030658959537572257	-0.030258188824662816	2064.1156	2136.6212	1839.0992
