frame_pos	peakXm1	peakX	peakXp1	peak.amp.m1	peak.amp	peak.amp.p1
12.0	-0.033094017094017096	-0.0326928774928775	-0.03229173789173789	6297.708	6422.2384	5596.4648
12.0	0.03229173789173789	0.0326928774928775	0.0330940170940171	6301.0624	7103.8712	6844.7384
13.0	-0.03329458689458689	-0.032893447293447294	-0.032492307692307695	7329.18	7451.9418	6496.743
13.0	0.0324923076923077	0.032893447293447294	0.0332945868945869	7565.7386	8025.3366	7080.2372
14.0	-0.033495156695156694	-0.033094017094017096	-0.03269287749287749	8695.8724	8929.7088	7658.2232
14.0	0.03269287749287749	0.033094017094017096	0.0334951566951567	7686.354	8270.2592	7444.4984
15.0	-0.0336957264957265	-0.0332945868945869	-0.0328934472934473	7659.11	8248.339	7435.574
15.0	0.03289344729344729	0.03329458689458689	0.0336957264957265	7375.619	7521.736	6435.413
16.0	-0.034096866096866095	-0.0336957264957265	-0.03329458689458689	6849.288	7417.2496	6884.128
16.0	0.033294586894586906	0.0336957264957265	0.0340968660968661	5696.6256	6471.9584	6456.7984
17.0	-0.033094017094017096	-0.0326928774928775	-0.03229173789173789	6422.472	6545.4552	5823.5074
17.0	0.03229173789173789	0.0326928774928775	0.03309401709401709	7585.265	7652.3704	6713.0436
18.0	-0.032492307692307695	-0.03209116809116809	-0.031690028490028485	7213.3744	8236.9968	8108.5376
18.0	0.0316900284900285	0.03209116809116809	0.032492307692307695	8273.4412	8612.6044	7609.0184
19.0	-0.03289344729344729	-0.03249230769230769	-0.03209116809116809	6709.874	7870.9068	7863.2938
19.0	0.032091168091168104	0.032492307692307695	0.0328934472934473	7616.3758	8282.4146	7775.4534
20.0	-0.031288888888888894	-0.030887749287749296	-0.030486609686609694	6642.236	7547.708	7276.892
20.0	0.030486609686609684	0.03088774928774929	0.03128888888888888	8102.796	8261.048	7146.152
21.0	-0.029483760683760685	-0.029082621082621087	-0.028681481481481485	7353.984	8388.0782	8154.483
21.0	0.02868148148148149	0.02908262108262108	0.029483760683760685	6991.3128	7406.6614	6839.525
22.0	-0.03088774928774929	-0.030486609686609687	-0.030085470085470085	5833.5592	6634.0316	6598.1196
22.0	0.030085470085470085	0.03048660968660969	0.030887749287749296	6362.0704	6731.236	6203.9004
23.0	-0.03128888888888889	-0.030887749287749282	-0.030486609686609684	7572.1694	7967.0876	7256.04
23.0	0.030486609686609698	0.03088774928774929	0.031288888888888894	7656.7594	8172.896	7364.0638
24.0	-0.02948376068376069	-0.029082621082621087	-0.02868148148148149	7963.072	8580.7008	7739.5392
24.0	0.028681481481481474	0.02908262108262108	0.029483760683760685	7949.2496	9169.9648	8833.0768
25.0	-0.027879202279202292	-0.027478062678062687	-0.02707692307692309	7898.645	8406.195	7432.465
25.0	0.027076923076923068	0.027478062678062673	0.027879202279202264	9303.135	9495.48	8058.495
26.0	-0.027879202279202292	-0.027478062678062687	-0.02707692307692309	6037.7304	6820.4396	6438.3556
26.0	0.027076923076923068	0.027478062678062673	0.027879202279202264	7629.9068	8868.0456	8647.5112
27.0	-0.02627464387464387	-0.025873504273504273	-0.025472364672364668	4707.455	5252.065	5106.184
27.0	0.025472364672364675	0.02587350427350428	0.026274643874643885	6020.8782	6826.7358	6699.4136
28.0	-0.02767863247863249	-0.027277492877492884	-0.026876353276353286	4403.608	4730.96	4524.3928
28.0	0.026876353276353265	0.02727749287749287	0.027678632478632476	5311.4664	5585.5464	5234.8288
29.0	-0.03128888888888889	-0.030887749287749282	-0.030486609686609684	5650.2892	6181.4462	5911.1132
29.0	0.030486609686609698	0.03088774928774929	0.031288888888888894	5371.3474	6058.0086	5911.4852
30.0	-0.03690484330484331	-0.03650370370370371	-0.036102564102564114	7522.918	8214.878	7731.276
30.0	0.0361025641025641	0.036503703703703705	0.03690484330484331	5854.434	6373.888	6160.634
31.0	-0.0363031339031339	-0.0359019943019943	-0.0355008547008547	5319.297	5861.005	5830.9608
31.0	0.035500854700854706	0.03590199430199431	0.036303133903133916	6684.8572	7130.5942	6739.8786
