frame_pos	peakXm1	peakX	peakXp1	peak.amp.m1	peak.amp	peak.amp.p1
0.0	-0.01484216524216525	-0.014441025641025645	-0.01403988603988604	393.0	416.0	388.0
0.0	0.01403988603988604	0.014441025641025645	0.014842165242165237	293.0	312.0	307.0
1.0	-0.025271794871794873	-0.024870655270655267	-0.024469515669515662	1667.167	1710.2192	1596.3904
1.0	0.024469515669515676	0.024870655270655267	0.025271794871794873	1022.4196	1026.9436	995.739
2.0	-0.0350997150997151	-0.0346985754985755	-0.0342974358974359	1090.8892	1128.4612	1110.3756
2.0	0.034297435897435904	0.03469857549857551	0.035099715099715115	2001.2964	2059.4676	2000.3528
3.0	-0.0369048433048433	-0.0365037037037037	-0.0361025641025641	3564.4128	3818.4214	3786.8434
3.0	0.0361025641025641	0.036503703703703705	0.03690484330484331	2549.5116	2719.1838	2713.1566
4.0	-0.04031452991452992	-0.03991339031339032	-0.039512250712250716	4940.8936	5238.2904	4956.4784
4.0	0.039512250712250716	0.03991339031339031	0.04031452991452991	4023.8768	4101.4552	3756.7496
5.0	-0.03911111111111111	-0.03870997150997151	-0.038308831908831914	5347.496	5601.91	5268.18
5.0	0.038308831908831914	0.038709971509971505	0.03911111111111111	4331.01	4900.48	4870.591
6.0	-0.039512250712250716	-0.03911111111111111	-0.038709971509971505	5645.864	5837.1592	5270.3748
6.0	0.03870997150997152	0.03911111111111111	0.039512250712250716	4590.2184	5061.3464	4958.7584
7.0	-0.038709971509971505	-0.03830883190883191	-0.03790769230769231	5871.7288	6435.5304	5923.2652
7.0	0.037907692307692316	0.03830883190883191	0.03870997150997151	5071.8176	5415.4088	5137.328
8.0	-0.037707122507122506	-0.03730598290598291	-0.03690484330484331	5609.3088	6127.7728	5541.5792
8.0	0.0369048433048433	0.03730598290598291	0.03770712250712251	5203.0864	5891.3792	5876.6368
9.0	-0.03891054131054131	-0.03850940170940171	-0.03810826210826211	7136.03	7776.8534	7332.988
9.0	0.03810826210826211	0.03850940170940172	0.03891054131054131	6698.0166	6710.6298	5713.3684
10.0	-0.04071566951566952	-0.04031452991452992	-0.03991339031339032	7793.85	8017.324	7307.984
10.0	0.03991339031339032	0.04031452991452991	0.04071566951566952	6708.256	6983.47	6182.494
11.0	-0.03810826210826211	-0.037707122507122506	-0.0373059829059829	6226.0754	6448.528	5815.7908
11.0	0.037305982905982915	0.037707122507122506	0.03810826210826211	6973.876	7063.2506	6129.36
