frame_pos	peakXm1	peakX	peakXp1	peak.amp.m1	peak.amp	peak.amp.p1
0.0	-0.004412535612535615	-0.0040113960113960095	-0.0036102564102564044	4039.0	4061.0	4058.0
0.0	0.0036102564102564044	0.0040113960113960095	0.004412535612535615	4366.0	4388.0	4244.0
1.0	-0.024268945868945867	-0.02386780626780627	-0.023466666666666663	1466.142	1485.2568	1431.6952
1.0	0.023466666666666677	0.02386780626780627	0.024268945868945874	1984.1942	2020.2568	1793.048
2.0	-0.02727749287749287	-0.026876353276353272	-0.026475213675213674	1828.1128	1852.9708	1716.9812
2.0	0.026475213675213688	0.02687635327635328	0.027277492877492884	2226.7308	2251.332	2105.5804
3.0	-0.029082621082621073	-0.028681481481481474	-0.02828034188034187	971.0186	988.4884	959.1586
3.0	0.028280341880341897	0.02868148148148149	0.029082621082621093	1871.069	1981.2714	1909.645
4.0	-0.030085470085470092	-0.029684330484330487	-0.02928319088319089	1397.6432	1510.3592	1458.904
4.0	0.029283190883190882	0.029684330484330487	0.03008547008547008	1126.9144	1127.952	1074.6472
5.0	-0.031690028490028485	-0.03128888888888889	-0.03088774928774929	1573.812	1708.716	1704.62
5.0	0.03088774928774929	0.031288888888888894	0.0316900284900285	2046.334	2198.336	2064.837
6.0	-0.02747806267806268	-0.027076923076923082	-0.026675783475783477	5835.1884	5926.3564	5205.8356
6.0	0.026675783475783477	0.027076923076923082	0.027478062678062673	2233.138	2341.6808	2286.9668
7.0	-0.024068376068376064	-0.023667236467236466	-0.02326609686609686	3121.0174	3335.8624	3062.006
7.0	0.023266096866096875	0.023667236467236466	0.02406837606837607	1548.33	1579.9606	1369.493
8.0	-0.024670085470085465	-0.024268945868945867	-0.02386780626780627	1592.0	1632.712	1594.4928
8.0	0.02386780626780627	0.024268945868945874	0.02467008547008548	1378.4048	1461.6512	1348.4592
9.0	-0.02487065527065526	-0.024469515669515662	-0.024068376068376057	1260.142	1270.0378	1203.4366
9.0	0.024068376068376085	0.024469515669515676	0.02487065527065528	2566.9184	2597.2176	2247.6482
10.0	-0.020658689458689455	-0.020257549857549857	-0.019856410256410252	4401.366	4679.952	4486.112
10.0	0.01985641025641026	0.020257549857549864	0.02065868945868947	1952.148	2049.388	1942.198
11.0	-0.0004011396011396051	0.0	0.0004011396011396051	6700.9024	7282.3162	7202.477
