0	11
1	24
2	20
3	6
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	2
21	1
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	1
30	2
31	2
32	3
33	3
34	4
35	5
36	5
37	4
38	3
39	2
40	1
41	1
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	1
51	2
52	1
53	0
54	0
55	0
56	0
57	2
58	2
59	1
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	3
130	4
131	2
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	7
143	11
144	6
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	6
163	9
164	4
165	0
166	2
167	10
168	12
169	7
170	3
171	6
172	18
173	25
174	19
175	7
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	2
200	3
201	1
202	0
203	0
204	0
205	0
206	0
207	4
208	5
209	3
210	0
211	0
212	1
213	1
214	0
215	0
216	0
217	0
218	0
219	0
220	2
221	4
222	3
223	2
224	3
225	2
226	0
227	0
228	10
229	22
230	22
231	12
232	1
233	0
234	6
235	24
236	39
237	38
238	27
239	27
240	47
241	70
242	78
243	75
244	75
245	76
246	84
247	115
248	166
249	211
250	243
251	284
252	353
253	462
254	584
255	658
256	674
257	674
258	659
259	623
260	620
261	681
262	720
263	652
264	514
265	419
266	450
267	583
268	713
269	788
270	877
271	1049
272	1266
273	1435
274	1528
275	1592
276	1672
277	1762
278	1848
279	1927
280	1966
281	1914
282	1776
283	1645
284	1615
285	1675
286	1713
287	1663
288	1602
289	1611
290	1652
291	1634
292	1515
293	1331
294	1168
295	1079
296	1032
297	971
298	876
299	747
300	582
301	407
302	258
303	176
304	179
305	228
306	258
307	258
308	245
309	222
310	195
311	190
312	217
313	250
314	251
315	221
316	222
317	308
318	471
319	665
320	843
321	985
322	1081
323	1096
324	1002
325	865
326	824
327	917
328	1010
329	964
330	805
331	639
332	488
333	329
334	184
335	101
336	88
337	104
338	100
339	67
340	31
341	11
342	1
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	2
351	1
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	1
366	1
367	0
368	0
369	0
370	3
371	5
